"","itemid","condition","cresp","experiment","item","question","question.acc","question.cresp","question.resp","question.rt","sentence","slide_1.resp","slide_1.rt","subject","trial","trial_abort","roi","FFD","FFP","SFD","FPRT","RBRT","TFT","RPD","CRPD","RRT","RRTP","RRTR","RBRC","TRC","LPRT","word","group","spill0len","spill1len","spill2len","spill","NPsubj","NPobj","logTFT","logFPRT","logRPD","wlen"
"8612","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12316267","Some detective discovered that door without any clues despite the initial challenge.","Y",57,"14","52","0","6",239,1,0,239,239,1028,239,2399,789,0,789,0,2,155,"without ","3",5,3,4,"1","existential","demonstrative",6.93537044601511,5.47646355193151,5.47646355193151,7
"8613","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12316267","Some detective discovered that door without any clues despite the initial challenge.","Y",57,"14","52","0","7",180,1,180,180,180,180,264,2663,0,0,0,1,1,180,"any ","3",5,3,4,"1","existential","demonstrative",5.19295685089021,5.19295685089021,5.57594910314632,3
"8614","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12316267","Some detective discovered that door without any clues despite the initial challenge.","Y",57,"14","52","0","9",259,1,0,259,259,417,259,2922,158,0,158,0,0,158,"despite ","3",5,3,4,"2","existential","demonstrative",6.0330862217988,5.55682806169954,5.55682806169954,7
"8616","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","1555952","Some detective discovered that door without any clues despite the initial challenge.","Y",233,"10","119","0","10",192,1,192,192,192,192,374,3821,0,0,0,1,1,192,"the ","3",5,3,4,"2","existential","demonstrative",5.25749537202778,5.25749537202778,5.92425579741453,3
"8617","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","1555952","Some detective discovered that door without any clues despite the initial challenge.","Y",233,"10","119","0","11",209,1,209,209,209,209,295,4116,0,0,0,1,1,209,"initial ","3",5,3,4,"2","existential","demonstrative",5.34233425196481,5.34233425196481,5.68697535633982,7
"8621","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","1555952","Some detective discovered that door without any clues despite the initial challenge.","Y",233,"10","119","0","7",264,1,0,264,475,475,3300,3300,211,211,0,1,1,211,"any ","3",5,3,4,"1","existential","demonstrative",6.16331480403464,5.57594910314632,8.10167774745457,3
"8622","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","1555952","Some detective discovered that door without any clues despite the initial challenge.","Y",233,"10","119","0","8",147,1,147,147,147,147,147,3447,0,0,0,0,0,147,"clues ","3",5,3,4,"1","existential","demonstrative",4.99043258677874,4.99043258677874,4.99043258677874,5
"8624","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","2549305","Some detective discovered that door without any clues despite the initial challenge.","Y",531,"18","23","0","1",79,1,0,1329,1329,2138,1329,1329,809,0,809,0,0,200,"Some ","3",5,3,4,"9","existential","demonstrative",7.66762609158499,7.19218205871325,7.19218205871325,4
"8625","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","2549305","Some detective discovered that door without any clues despite the initial challenge.","Y",531,"18","23","0","10",157,1,0,157,157,928,646,3311,771,0,771,1,3,190,"the ","3",5,3,4,"2","existential","demonstrative",6.8330317327862,5.05624580534831,6.4707995037826,3
"8627","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","2549305","Some detective discovered that door without any clues despite the initial challenge.","Y",531,"18","23","0","12",268,1,268,268,268,268,6665,9976,0,0,0,1,1,268,"challenge. ","3",5,3,4,"2","existential","demonstrative",5.59098698051086,5.59098698051086,8.80462523261281,10
"8628","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","2549305","Some detective discovered that door without any clues despite the initial challenge.","Y",531,"18","23","0","2",148,1,0,148,148,1091,148,1477,943,0,943,0,0,187,"detective ","3",5,3,4,"9","existential","demonstrative",6.99484998583307,4.99721227376411,4.99721227376411,9
"8629","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","2549305","Some detective discovered that door without any clues despite the initial challenge.","Y",531,"18","23","0","3",169,1,0,169,169,959,169,1646,790,0,790,0,0,134,"discovered ","3",5,3,4,"9","existential","demonstrative",6.86589107488344,5.12989871492307,5.12989871492307,10
"8631","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","2549305","Some detective discovered that door without any clues despite the initial challenge.","Y",531,"18","23","0","5",222,1,0,222,222,1175,222,1868,953,0,953,0,1,293,"door ","3",5,3,4,"0","existential","demonstrative",7.06902342657826,5.40267738187228,5.40267738187228,4
"8632","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","2549305","Some detective discovered that door without any clues despite the initial challenge.","Y",531,"18","23","0","6",168,1,0,168,168,753,168,2036,585,0,585,0,0,213,"without ","3",5,3,4,"1","existential","demonstrative",6.62406522779989,5.12396397940326,5.12396397940326,7
"8633","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","2549305","Some detective discovered that door without any clues despite the initial challenge.","Y",531,"18","23","0","7",127,1,0,127,219,407,420,2456,280,92,188,1,1,63,"any ","3",5,3,4,"1","existential","demonstrative",6.00881318544259,4.84418708645859,6.04025471127741,3
"8634","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","2549305","Some detective discovered that door without any clues despite the initial challenge.","Y",531,"18","23","0","9",96,1,0,209,209,1402,209,2665,1193,0,1193,0,1,298,"despite ","3",5,3,4,"2","existential","demonstrative",7.24565506759454,5.34233425196481,5.34233425196481,7
"8636","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","400097","Some detective discovered that door without any clues despite the initial challenge.","Y",584,"38","48","0","10",252,1,252,252,252,252,355,3500,0,0,0,1,1,252,"the ","3",5,3,4,"2","existential","demonstrative",5.52942908751142,5.52942908751142,5.87211778947542,3
"8637","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","400097","Some detective discovered that door without any clues despite the initial challenge.","Y",584,"38","48","0","12",248,1,248,248,248,248,830,4330,0,0,0,1,1,248,"challenge. ","3",5,3,4,"2","existential","demonstrative",5.51342874616498,5.51342874616498,6.72142570079064,10
"8643","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","400097","Some detective discovered that door without any clues despite the initial challenge.","Y",584,"38","48","0","7",6,1,0,233,233,233,3145,3145,0,0,0,1,1,233,"any ","3",5,3,4,"1","existential","demonstrative",5.4510384535657,5.4510384535657,8.05356916913454,3
"8647","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","461977","Some detective discovered that door without any clues despite the initial challenge.","Y",661,"2","70","0","11",159,1,159,159,159,159,1318,4003,0,0,0,1,1,159,"initial ","3",5,3,4,"2","existential","demonstrative",5.06890420222023,5.06890420222023,7.18387071506245,7
"8652","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","461977","Some detective discovered that door without any clues despite the initial challenge.","Y",661,"2","70","0","6",265,1,0,265,688,807,2349,2349,542,423,119,1,1,119,"without ","3",5,3,4,"1","existential","demonstrative",6.69332366826995,5.57972982598622,7.76174498465891,7
"8653","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","461977","Some detective discovered that door without any clues despite the initial challenge.","Y",661,"2","70","0","9",336,1,0,336,336,655,336,2685,319,0,319,0,2,179,"despite ","3",5,3,4,"2","existential","demonstrative",6.48463523563525,5.8171111599632,5.8171111599632,7
"8654","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","582777","Some detective discovered that door without any clues despite the initial challenge.","Y",777,"22","24","0","1",117,1,0,2668,2668,2668,2668,2668,0,0,0,0,0,2668,"Some ","3",5,3,4,"9","existential","demonstrative",7.88908440703551,7.88908440703551,7.88908440703551,4
"8655","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","582777","Some detective discovered that door without any clues despite the initial challenge.","Y",777,"22","24","0","10",172,1,0,172,172,334,329,4724,162,0,162,1,1,162,"the ","3",5,3,4,"2","existential","demonstrative",5.8111409929767,5.14749447681345,5.79605775076537,3
"8656","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","582777","Some detective discovered that door without any clues despite the initial challenge.","Y",777,"22","24","0","11",232,1,0,232,486,486,1398,6122,254,254,0,1,1,254,"initial ","3",5,3,4,"2","existential","demonstrative",6.18620862390049,5.44673737166631,7.24279792279376,7
"8657","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","582777","Some detective discovered that door without any clues despite the initial challenge.","Y",777,"22","24","0","2",263,1,0,263,263,355,263,2931,92,0,92,0,0,92,"detective ","3",5,3,4,"9","existential","demonstrative",5.87211778947542,5.57215403217776,5.57215403217776,9
"8658","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","582777","Some detective discovered that door without any clues despite the initial challenge.","Y",777,"22","24","0","3",217,1,0,217,217,503,217,3148,286,0,286,0,0,171,"discovered ","3",5,3,4,"9","existential","demonstrative",6.22059017009974,5.37989735354046,5.37989735354046,10
"8659","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","582777","Some detective discovered that door without any clues despite the initial challenge.","Y",777,"22","24","0","4",232,1,0,232,232,554,347,3495,322,0,322,1,1,241,"that ","3",5,3,4,"0","existential","demonstrative",6.31716468674728,5.44673737166631,5.84932477994686,4
"8661","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","582777","Some detective discovered that door without any clues despite the initial challenge.","Y",777,"22","24","0","6",198,1,0,198,303,498,566,4061,300,105,195,1,1,195,"without ","3",5,3,4,"1","existential","demonstrative",6.21060007702465,5.28826703069454,6.33859407820318,7
"8662","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","582777","Some detective discovered that door without any clues despite the initial challenge.","Y",777,"22","24","0","7",334,1,334,334,334,334,334,4395,0,0,0,0,0,334,"any ","3",5,3,4,"1","existential","demonstrative",5.8111409929767,5.8111409929767,5.8111409929767,3
"8667","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9334033","Some detective discovered that door without any clues despite the initial challenge.","Y",951,"6","81","0","11",264,1,0,264,470,2172,2901,6452,1908,206,1702,1,4,151,"initial ","3",5,3,4,"2","existential","demonstrative",7.68340368105383,5.57594910314632,7.9728107841214,7
"8668","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9334033","Some detective discovered that door without any clues despite the initial challenge.","Y",951,"6","81","0","12",240,1,0,240,769,769,9284,15736,529,529,0,4,4,210,"challenge. ","3",5,3,4,"2","existential","demonstrative",6.64509096950564,5.48063892334199,9.13604776739433,10
"8676","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9334033","Some detective discovered that door without any clues despite the initial challenge.","Y",951,"6","81","0","9",101,1,0,101,615,1960,3551,3551,1859,514,1345,1,2,288,"despite ","3",5,3,4,"2","existential","demonstrative",7.58069975222456,4.61512051684126,8.17498453294309,7
"8678","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9335262","Some detective discovered that door without any clues despite the initial challenge.","Y",944,"26","88","0","10",227,1,0,227,227,463,227,5028,236,0,236,0,0,236,"the ","3",5,3,4,"2","existential","demonstrative",6.13772705408623,5.4249500174814,5.4249500174814,3
