"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","label","correctAnswer","correct"
13144,32,"text",0,13156,"0.0-0.0","WLs6y","","",NA,""
26658,70,"single-stim",1,40830,"0.0-1.0","WLs6y","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
15726,32,"text",2,57559,"0.0-2.0","WLs6y","","",NA,""
15172,32,"text",3,73734,"0.0-3.0","WLs6y","","",NA,""
14004,32,"text",4,88738,"0.0-4.0","WLs6y","","",NA,""
14075,32,"text",5,103815,"0.0-5.0","WLs6y","","",NA,""
10385,32,"text",6,115201,"0.0-6.0","WLs6y","","",NA,""
10327,32,"text",7,126530,"0.0-7.0","WLs6y","","",NA,""
4619,32,"text",8,132150,"0.0-8.0","WLs6y","","",NA,""
12173,74,"single-stim",9,145326,"0.0-9.0","WLs6y","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
20638,74,"single-stim",10,166969,"0.0-10.0","WLs6y","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
12864,74,"single-stim",11,180835,"0.0-11.0","WLs6y","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
8889,70,"single-stim",12,190725,"0.0-12.0","WLs6y","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
15810,70,"single-stim",13,207537,"0.0-13.0","WLs6y","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,208541,"0.0-14.0","WLs6y"," ","",NA,""
76935,32,"text",0,76938,"0.0-0.0","wY5Oa","","",NA,""
525659,74,"single-stim",1,603606,"0.0-1.0","wY5Oa","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
8457,32,"text",2,613064,"0.0-2.0","wY5Oa","","",NA,""
15408,32,"text",3,629475,"0.0-3.0","wY5Oa","","",NA,""
13195,32,"text",4,643676,"0.0-4.0","wY5Oa","","",NA,""
10321,32,"text",5,655001,"0.0-5.0","wY5Oa","","",NA,""
3952,32,"text",6,659958,"0.0-6.0","wY5Oa","","",NA,""
21248,32,"text",7,682208,"0.0-7.0","wY5Oa","","",NA,""
17974,32,"text",8,701184,"0.0-8.0","wY5Oa","","",NA,""
19756,70,"single-stim",9,721943,"0.0-9.0","wY5Oa","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
5640,74,"single-stim",10,728588,"0.0-10.0","wY5Oa","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
8608,74,"single-stim",11,738201,"0.0-11.0","wY5Oa","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
10500,74,"single-stim",12,749704,"0.0-12.0","wY5Oa","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
8147,70,"single-stim",13,758856,"0.0-13.0","wY5Oa","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,759863,"0.0-14.0","wY5Oa"," ","",NA,""
12204,32,"text",0,12214,"0.0-0.0","x5oJ9","","",NA,""
18263,70,"single-stim",1,31491,"0.0-1.0","x5oJ9","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
4100,32,"text",2,36597,"0.0-2.0","x5oJ9","","",NA,""
18648,32,"text",3,56251,"0.0-3.0","x5oJ9","","",NA,""
3767,32,"text",4,61020,"0.0-4.0","x5oJ9","","",NA,""
3506,32,"text",5,65531,"0.0-5.0","x5oJ9","","",NA,""
5060,32,"text",6,71595,"0.0-6.0","x5oJ9","","",NA,""
5406,32,"text",7,78008,"0.0-7.0","x5oJ9","","",NA,""
7579,32,"text",8,86591,"0.0-8.0","x5oJ9","","",NA,""
9885,70,"single-stim",9,97483,"0.0-9.0","x5oJ9","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
4405,74,"single-stim",10,102893,"0.0-10.0","x5oJ9","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
9853,74,"single-stim",11,113750,"0.0-11.0","x5oJ9","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
13766,74,"single-stim",12,128521,"0.0-12.0","x5oJ9","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
10921,74,"single-stim",13,140447,"0.0-13.0","x5oJ9","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,141453,"0.0-14.0","x5oJ9"," ","",NA,""
3747,32,"text",0,3757,"0.0-0.0","xd4xC","","",NA,""
14063,70,"single-stim",1,18843,"0.0-1.0","xd4xC","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
3882,32,"text",2,23727,"0.0-2.0","xd4xC","","",NA,""
10751,32,"text",3,35479,"0.0-3.0","xd4xC","","",NA,""
7027,32,"text",4,43508,"0.0-4.0","xd4xC","","",NA,""
27463,32,"text",5,71971,"0.0-5.0","xd4xC","","",NA,""
3697,32,"text",6,76669,"0.0-6.0","xd4xC","","",NA,""
4645,32,"text",7,82315,"0.0-7.0","xd4xC","","",NA,""
2003,32,"text",8,85318,"0.0-8.0","xd4xC","","",NA,""
10813,74,"single-stim",9,97134,"0.0-9.0","xd4xC","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
26506,74,"single-stim",10,124643,"0.0-10.0","xd4xC","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
30954,74,"single-stim",11,156598,"0.0-11.0","xd4xC","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
4062,70,"single-stim",12,161662,"0.0-12.0","xd4xC","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
4896,74,"single-stim",13,167559,"0.0-13.0","xd4xC","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,168562,"0.0-14.0","xd4xC"," ","",NA,""
6007,32,"text",0,6011,"0.0-0.0","xgfuA","","",NA,""
32562,70,"single-stim",1,39578,"0.0-1.0","xgfuA","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
14278,32,"text",2,54857,"0.0-2.0","xgfuA","","",NA,""
26582,32,"text",3,82441,"0.0-3.0","xgfuA","","",NA,""
16646,32,"text",4,100089,"0.0-4.0","xgfuA","","",NA,""
9127,32,"text",5,110218,"0.0-5.0","xgfuA","","",NA,""
6577,32,"text",6,117969,"0.0-6.0","xgfuA","","",NA,""
6959,32,"text",7,125929,"0.0-7.0","xgfuA","","",NA,""
6350,32,"text",8,133280,"0.0-8.0","xgfuA","","",NA,""
55728,70,"single-stim",9,190011,"0.0-9.0","xgfuA","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
14629,70,"single-stim",10,205642,"0.0-10.0","xgfuA","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
16901,74,"single-stim",11,223545,"0.0-11.0","xgfuA","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
12814,74,"single-stim",12,237360,"0.0-12.0","xgfuA","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
22023,70,"single-stim",13,260384,"0.0-13.0","xgfuA","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,261390,"0.0-14.0","xgfuA"," ","",NA,""
6253,32,"text",0,6253,"0.0-0.0","xPXjr","","",NA,""
11304,70,"single-stim",1,18563,"0.0-1.0","xPXjr","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
