subject,trial_index,trial_type,list,responses,subject,trial_index,trial_type,list,Type,Sentence,Response,item,cond,repeatability,IlluBare,quantifier,ellipsis,additive,Fill1,Fill2
XOGWi,100,survey-likert,6,,XOGWi,100,survey-likert,6,filler,Last week a conflict between protestors and police broke out in downtown Chicago.,7,,,,,,,,F,N
XOGWi,101,survey-likert,6,,XOGWi,101,survey-likert,6,filler,Roberto knew the woman that everyone was talking about.,7,,,,,,,,F,N
XOGWi,102,survey-likert,6,,XOGWi,102,survey-likert,6,filler,Brandon has decided to go to the wedding that Albert and June planned so carefully.,6,,,,,,,,F,N
XOGWi,103,survey-likert,6,,XOGWi,103,survey-likert,6,filler,Bill is a shorter man than the door is fat for a piece of furniture.,3,,,,,,,,*F,C
XOGWi,104,survey-likert,6,,XOGWi,104,survey-likert,6,filler,Tall people have made moves in that direction but we pretend to understand it.,4,,,,,,,,*F,N
XOGWi,106,survey-likert,6,,XOGWi,106,survey-likert,6,filler,Taller people have tried to pass this way as we believe should happen.,5,,,,,,,,*F,C
XOGWi,107,survey-likert,6,,XOGWi,107,survey-likert,6,filler,Most people have been to the Grand Canyon at one time or another.,7,,,,,,,,F,N
XOGWi,108,survey-likert,6,,XOGWi,108,survey-likert,6,filler,In the future humans will inhabit more planets than they do now.,7,,,,,,,,F,C
XOGWi,109,survey-likert,6,,XOGWi,109,survey-likert,6,filler,These days more people have a better grasp of how cars work than how computers work.,7,,,,,,,,F,C
XOGWi,111,survey-likert,6,,XOGWi,111,survey-likert,6,filler,The teenager has a lot of it on his face so he ever had pimples.,5,,,,,,,,*F,N
XOGWi,112,survey-likert,6,,XOGWi,112,survey-likert,6,filler,I have been to Romania more than twice you have been to Hungary.,3,,,,,,,,*F,C
XOGWi,113,survey-likert,6,,XOGWi,113,survey-likert,6,filler,More Americans have been to Russia than I have.,4,,,,,,,,*F,C
XOGWi,116,survey-likert,6,,XOGWi,116,survey-likert,6,filler,Less than 30 percent of the students in the class gave a high rating to the professor.,7,,,,,,,,F,C
XOGWi,117,survey-likert,6,,XOGWi,117,survey-likert,6,filler,Books have been written in darker times than without a typewriter.,3,,,,,,,,*F,C
XOGWi,119,survey-likert,6,,XOGWi,119,survey-likert,6,filler,A lot of people in the 60s believed that world peace was possible.,7,,,,,,,,F,N
XOGWi,120,survey-likert,6,,XOGWi,120,survey-likert,6,filler,The more things change the more they stay the same.,7,,,,,,,,F,C
XOGWi,122,survey-likert,6,,XOGWi,122,survey-likert,6,filler,It was what a long paper John sent to what a famous journal.,1,,,,,,,,*F,N
XOGWi,123,survey-likert,6,,XOGWi,123,survey-likert,6,filler,Weight lifters are a tough act to follow that will act tough if.,2,,,,,,,,*F,N
XOGWi,126,survey-likert,6,,XOGWi,126,survey-likert,6,filler,Only around 35 percent of Mexicans actually voted for their current president.,7,,,,,,,,F,N
XOGWi,129,survey-likert,6,,XOGWi,129,survey-likert,6,filler,This month the choir sings the songs that the gathered people have requested.,6,,,,,,,,F,N
XOGWi,130,survey-likert,6,,XOGWi,130,survey-likert,6,filler,Last year fewer rats that live in New York's five boroughs than I did.,3,,,,,,,,*F,C
XOGWi,131,survey-likert,6,,XOGWi,131,survey-likert,6,filler,Native Americans have more to complain about than.,2,,,,,,,,*F,C
XOGWi,133,survey-likert,6,,XOGWi,133,survey-likert,6,filler,Stanley is 30-years old and 46-years old yesterday and tomorrow respectively.,6,,,,,,,,*F,N
XOGWi,134,survey-likert,6,,XOGWi,134,survey-likert,6,filler,These days at least as many owners take their pets to this vet than the other one.,4,,,,,,,,*F,C
XOGWi,135,survey-likert,6,,XOGWi,135,survey-likert,6,filler,At least as many women loved that singer as loved Paul McCartney.,3,,,,,,,,F,C
XOGWi,136,survey-likert,6,,XOGWi,136,survey-likert,6,filler,Thicker soup is needed if it is to be the first course of a light dinner.,7,,,,,,,,F,N
XOGWi,137,survey-likert,6,,XOGWi,137,survey-likert,6,filler,More Europeans would come to America for their schooling if they could.,7,,,,,,,,F,C
XOGWi,138,survey-likert,6,,XOGWi,138,survey-likert,6,filler,Most pet owners find that organic food helps keep their pets healthy.,7,,,,,,,,F,N
XOGWi,139,survey-likert,6,,XOGWi,139,survey-likert,6,filler,Psychologists think that patients who pull their hair out are crazier than those who don't.,7,,,,,,,,F,C
XOGWi,140,survey-likert,6,,XOGWi,140,survey-likert,6,filler,Some students cheat on tests that they should have been more prepared for.,7,,,,,,,,F,N
XOGWi,141,survey-likert,6,,XOGWi,141,survey-likert,6,filler,This semester Stephen plays a better Guitar Hero solo than Robert does.,7,,,,,,,,F,C
XOGWi,142,survey-likert,6,,XOGWi,142,survey-likert,6,filler,More Mexicans have better jobs now that NAFTA has taken effect.,7,,,,,,,,F,C
XOGWi,143,survey-likert,6,,XOGWi,143,survey-likert,6,filler,Flipper the dolphin is on TV everyday and considerably that the Beatles are popular.,3,,,,,,,,*F,N
XOGWi,145,survey-likert,6,,XOGWi,145,survey-likert,6,filler,My grandfather worked for a train company that had in its last days.,3,,,,,,,,*F,N
XOGWi,146,survey-likert,6,,XOGWi,146,survey-likert,6,filler,It's not like flowers were left over from the wedding like of ribbons will be.,2,,,,,,,,*F,N
XOGWi,147,survey-likert,6,,XOGWi,147,survey-likert,6,filler,So many people have given money to her charity that I thought that impossible to.,2,,,,,,,,*F,N
XOGWi,148,survey-likert,6,,XOGWi,148,survey-likert,6,filler,The president has said that he won't begin a war that the people don't want.,7,,,,,,,,F,N
XOGWi,149,survey-likert,6,,XOGWi,149,survey-likert,6,filler,Couples have more money than singles because they get a tax break.,7,,,,,,,,F,C
XOGWi,150,survey-likert,6,,XOGWi,150,survey-likert,6,filler,Tons more yellow corn is produced in the Midwest than wheat is produced without harvesting.,6,,,,,,,,*F,C
XOGWi,151,survey-likert,6,,XOGWi,151,survey-likert,6,filler,Esme is more intelligent than Einstein is smart.,7,,,,,,,,F,C
XOGWi,152,survey-likert,6,,XOGWi,152,survey-likert,6,filler,Drinking Pepsi is more often recommended for a cold than cough syrup.,5,,,,,,,,*F,C
XOGWi,153,survey-likert,6,,XOGWi,153,survey-likert,6,filler,Yellow shoes are a fit for young people unlike older shoes do.,5,,,,,,,,*F,N
XOGWi,154,survey-likert,6,,XOGWi,154,survey-likert,6,filler,Shoes fit on small feet in order that older shoes wear well with orange.,2,,,,,,,,*F,N
XOGWi,155,survey-likert,6,,XOGWi,155,survey-likert,6,filler,A dozen cups of coffee are served at this diner than of orange juice are.,3,,,,,,,,*F,C
XOGWi,158,survey-likert,6,,XOGWi,158,survey-likert,6,filler,His end of semester paper is excited in a incomprehensive sense.,2,,,,,,,,*F,N
XOGWi,160,survey-likert,6,,XOGWi,160,survey-likert,6,filler,Almost every email I get nowadays is a spam or leaflet that I did.,5,,,,,,,,*F,N
XOGWi,161,survey-likert,6,,XOGWi,161,survey-likert,6,filler,Germans have knocked down the wall that the Russians built the temple.,3,,,,,,,,*F,N
XOGWi,163,survey-likert,6,,XOGWi,163,survey-likert,6,filler,He throws away books like I keep papers without reading the subtext.,6,,,,,,,,*F,N
XOGWi,164,survey-likert,6,,XOGWi,164,survey-likert,6,filler,The horses have been more enthusiastic about riding out in the open than cows are sad.,4,,,,,,,,*F,C
XOGWi,165,survey-likert,6,,XOGWi,165,survey-likert,6,filler,In the past year fewer than 20 percent of car owners were satisfied with their car insurance.,7,,,,,,,,F,C
XOGWi,167,survey-likert,6,,XOGWi,167,survey-likert,6,filler,Writers think about more things that have to do with philosophy as painters do.,3,,,,,,,,*F,C
XOGWi,168,survey-likert,6,,XOGWi,168,survey-likert,6,filler,This year brighter lights have been put up on that house for Halloween than me.,2,,,,,,,,*F,C
XOGWi,169,survey-likert,6,,XOGWi,169,survey-likert,6,filler,At the party fewer of the professors stayed than of the students left.,2,,,,,,,,*F,C
XOGWi,171,survey-likert,6,,XOGWi,171,survey-likert,6,filler,Journalists usually assume that it is best to present information objectively.,7,,,,,,,,F,N
XOGWi,172,survey-likert,6,,XOGWi,172,survey-likert,6,filler,Shuttles travel to outer-space less often than rockets do.,7,,,,,,,,F,C
XOGWi,173,survey-likert,6,,XOGWi,173,survey-likert,6,filler,Bill throws away magazines without interesting articles that without opening.,3,,,,,,,,*F,N
XOGWi,174,survey-likert,6,,XOGWi,174,survey-likert,6,filler,City buses are filled with people less often than they're empty.,7,,,,,,,,F,C
XOGWi,175,survey-likert,6,,XOGWi,175,survey-likert,6,filler,Marty is sure that the rain is health-wise if not snowing is.,2,,,,,,,,*F,N
XOGWi,176,survey-likert,6,,XOGWi,176,survey-likert,6,filler,The Governor's race in California will be the most expensive race to date.,7,,,,,,,,F,N
XOGWi,177,survey-likert,6,,XOGWi,177,survey-likert,6,filler,He said how many did she say of the students left without paying.,3,,,,,,,,*F,N
XOGWi,179,survey-likert,6,,XOGWi,179,survey-likert,6,filler,Sam doesn't like to stop at the gas station that Danielle has been.,3,,,,,,,,*F,N
XOGWi,180,survey-likert,6,,XOGWi,180,survey-likert,6,filler,For hours Gertrude's puppy has been chewing on a bone that she gave him.,7,,,,,,,,F,N
XOGWi,181,survey-likert,6,,XOGWi,181,survey-likert,6,filler,The Lord of the Rings was nothing short of a worse movie that she described.,3,,,,,,,,*F,N
XOGWi,182,survey-likert,6,,XOGWi,182,survey-likert,6,filler,Martha was a stricter baker than flows water Potomac-ward.,2,,,,,,,,*F,C
XOGWi,183,survey-likert,6,,XOGWi,183,survey-likert,6,filler,Every chimney sweep in the UK has thrown soot on someone.,7,,,,,,,,F,N
XOGWi,186,survey-likert,6,,XOGWi,186,survey-likert,6,filler,Ruth might be a senior and Tom is short for a kindergartener.,6,,,,,,,,*F,N
XOGWi,187,survey-likert,6,,XOGWi,187,survey-likert,6,filler,Dolly has bigger hair this year than yours and mine combined did.,3,,,,,,,,*F,C
XOGWi,189,survey-likert,6,,XOGWi,189,survey-likert,6,filler,Many people that play on that baseball team this season are friends of Patricia.,6,,,,,,,,F,N
XOGWi,190,survey-likert,6,,XOGWi,190,survey-likert,6,filler,Most of the people that John knew showed up to the party before he did.,7,,,,,,,,F,N
XOGWi,191,survey-likert,6,,XOGWi,191,survey-likert,6,filler,Despite the rainy weather the hostess sat the couple at a table by the window.,7,,,,,,,,F,N
xTE3k,1,survey-likert,1,,xTE3k,1,survey-likert,1,filler,Stanley is 30-years old and 46-years old yesterday and tomorrow respectively.,1,,,,,,,,*F,N
xTE3k,2,survey-likert,1,,xTE3k,2,survey-likert,1,filler,Some people visited the country last summer that I might take my grandmother.,2,,,,,,,,*F,N
xTE3k,3,survey-likert,1,,xTE3k,3,survey-likert,1,filler,Fewer police officers were on the scene than ambulances were.,7,,,,,,,,F,C
xTE3k,4,survey-likert,1,,xTE3k,4,survey-likert,1,filler,Any towels that are left outside the locker-room area will be put into the lost and found.,7,,,,,,,,F,N
xTE3k,6,survey-likert,1,,xTE3k,6,survey-likert,1,filler,Despite the rainy weather the hostess sat the couple at a table by the window.,7,,,,,,,,F,N
xTE3k,7,survey-likert,1,,xTE3k,7,survey-likert,1,filler,At least as many women loved that singer as loved Paul McCartney.,1,,,,,,,,F,C
xTE3k,8,survey-likert,1,,xTE3k,8,survey-likert,1,filler,So many people have given money to her charity that I thought that impossible to.,4,,,,,,,,*F,N
xTE3k,9,survey-likert,1,,xTE3k,9,survey-likert,1,filler,Last Saturday a cowboy who works at the A-bar Ranch fell off of his horse and survived.,7,,,,,,,,F,N
xTE3k,10,survey-likert,1,,xTE3k,10,survey-likert,1,filler,Less than 30 percent of the students in the class gave a high rating to the professor.,7,,,,,,,,F,C
xTE3k,11,survey-likert,1,,xTE3k,11,survey-likert,1,filler,This year brighter lights have been put up on that house for Halloween than me.,4,,,,,,,,*F,C
xTE3k,13,survey-likert,1,,xTE3k,13,survey-likert,1,filler,Thicker soup is needed if it is to be the first course of a light dinner.,7,,,,,,,,F,N
xTE3k,16,survey-likert,1,,xTE3k,16,survey-likert,1,filler,The car that I own is parked on the corner that are of mine.,1,,,,,,,,*F,N
xTE3k,17,survey-likert,1,,xTE3k,17,survey-likert,1,filler,Dolly has bigger hair this year than yours and mine combined did.,5,,,,,,,,*F,C
xTE3k,18,survey-likert,1,,xTE3k,18,survey-likert,1,filler,Veterans are easy to discuss points of view for.,6,,,,,,,,*F,N
xTE3k,19,survey-likert,1,,xTE3k,19,survey-likert,1,filler,My professor has been to Australia more times than I will ever go.,7,,,,,,,,F,C
xTE3k,20,survey-likert,1,,xTE3k,20,survey-likert,1,filler,More Mexicans have better jobs now that NAFTA has taken effect.,7,,,,,,,,F,C
xTE3k,21,survey-likert,1,,xTE3k,21,survey-likert,1,filler,Roberto knew the woman that everyone was talking about.,7,,,,,,,,F,N
xTE3k,22,survey-likert,1,,xTE3k,22,survey-likert,1,filler,This time Michael found fifteen typos in the one-page document.,7,,,,,,,,F,N
xTE3k,23,survey-likert,1,,xTE3k,23,survey-likert,1,filler,This month many locusts have ruined my crops than others have built honeycombs.,5,,,,,,,,*F,C
xTE3k,24,survey-likert,1,,xTE3k,24,survey-likert,1,filler,More Americans have been to Russia than I have.,7,,,,,,,,*F,C
xTE3k,25,survey-likert,1,,xTE3k,25,survey-likert,1,filler,So many people have given more money to our charity than I thought that did.,1,,,,,,,,*F,C
xTE3k,26,survey-likert,1,,xTE3k,26,survey-likert,1,filler,It's not like flowers were left over from the wedding like of ribbons will be.,1,,,,,,,,*F,N
xTE3k,27,survey-likert,1,,xTE3k,27,survey-likert,1,filler,This year more men attend sporting events than go to the hair salon.,6,,,,,,,,F,C
xTE3k,29,survey-likert,1,,xTE3k,29,survey-likert,1,filler,Cats rather than dogs are often the preferred choice of pet.,7,,,,,,,,F,N
xTE3k,31,survey-likert,1,,xTE3k,31,survey-likert,1,filler,These days the university shuttle is on time more often than it is late.,6,,,,,,,,F,C
xTE3k,33,survey-likert,1,,xTE3k,33,survey-likert,1,filler,This month the choir sings the songs that the gathered people have requested.,6,,,,,,,,F,N
xTE3k,34,survey-likert,1,,xTE3k,34,survey-likert,1,filler,The shapes were longer this month than I wondered whether they would be.,1,,,,,,,,*F,C
xTE3k,35,survey-likert,1,,xTE3k,35,survey-likert,1,filler,Taller people have tried to pass this way as we believe should happen.,1,,,,,,,,*F,C
xTE3k,36,survey-likert,1,,xTE3k,36,survey-likert,1,filler,Psychologists think that patients who pull their hair out are crazier than those who don't.,7,,,,,,,,F,C
xTE3k,37,survey-likert,1,,xTE3k,37,survey-likert,1,filler,This month the fire department has seen a dramatic increase in the number of fires reported.,7,,,,,,,,F,N
xTE3k,38,survey-likert,1,,xTE3k,38,survey-likert,1,filler,The president has said that he won't begin a war that the people don't want.,7,,,,,,,,F,N
xTE3k,39,survey-likert,1,,xTE3k,39,survey-likert,1,filler,All of the cups of black coffee that I did were left on the counter.,6,,,,,,,,*F,N
xTE3k,40,survey-likert,1,,xTE3k,40,survey-likert,1,filler,I have been to Romania more than twice you have been to Hungary.,1,,,,,,,,*F,C
xTE3k,41,survey-likert,1,,xTE3k,41,survey-likert,1,filler,Dirty laundry is easy to find and wash incompletely when Bill's homework.,1,,,,,,,,*F,N
xTE3k,42,survey-likert,1,,xTE3k,42,survey-likert,1,filler,Nurses have more trusted doctors that patients are treated by.,2,,,,,,,,*F,C
xTE3k,43,survey-likert,1,,xTE3k,43,survey-likert,1,filler,The teenager has a lot of it on his face so he ever had pimples.,1,,,,,,,,*F,N
xTE3k,44,survey-likert,1,,xTE3k,44,survey-likert,1,filler,Tea is a better drink when you have a cold than coffee is.,7,,,,,,,,F,C
xTE3k,46,survey-likert,1,,xTE3k,46,survey-likert,1,filler,Patty said that watching the soccer game was the most fun she'd had in a long time.,7,,,,,,,,F,N
xTE3k,47,survey-likert,1,,xTE3k,47,survey-likert,1,filler,Christopher will have to work much more on the paper before it is finished.,6,,,,,,,,F,N
xTE3k,48,survey-likert,1,,xTE3k,48,survey-likert,1,filler,Martha was a stricter baker than flows water Potomac-ward.,2,,,,,,,,*F,C
xTE3k,49,survey-likert,1,,xTE3k,49,survey-likert,1,filler,Weight lifters are a tough act to follow that will act tough if.,3,,,,,,,,*F,N
xTE3k,50,survey-likert,1,,xTE3k,50,survey-likert,1,filler,Twenty people witnessed the event yet none of them could describe the assailant.,7,,,,,,,,F,N
xTE3k,51,survey-likert,1,,xTE3k,51,survey-likert,1,filler,Last month every book in the storage room was thrown away by the custodian.,7,,,,,,,,F,N
xTE3k,52,survey-likert,1,,xTE3k,52,survey-likert,1,filler,Children are more scared of horror movies than adults.,7,,,,,,,,F,C
xTE3k,54,survey-likert,1,,xTE3k,54,survey-likert,1,filler,Many students feel that older professors who have shouldn't have relationships with them.,1,,,,,,,,*F,N
xTE3k,55,survey-likert,1,,xTE3k,55,survey-likert,1,filler,Max persuaded more of the men to buy more of the cars than you persuaded to sell.,4,,,,,,,,*F,C
xTE3k,56,survey-likert,1,,xTE3k,56,survey-likert,1,filler,Automatic Teller Machines are most often built in locations that don't.,5,,,,,,,,*F,N
xTE3k,57,survey-likert,1,,xTE3k,57,survey-likert,1,filler,Germans have knocked down the wall that the Russians built the temple.,4,,,,,,,,*F,N
